id,label,start,end,text,doc_id,label_is_wrong,has_event,right_label
6445,DATE+,5210,5214,2003,15,0.0,0.0,
6446,DATE+,5261,5265,2003,15,0.0,0.0,
6447,DATE+,5303,5307,2003,15,0.0,0.0,
6448,DATE+,5351,5359,480 2003,15,0.0,0.0,
6449,DATE+,5403,5407,2004,15,0.0,0.0,
6450,DATE+,5450,5458,492 2004,15,0.0,0.0,
6451,DATE+,5496,5500,2004,15,0.0,0.0,
6452,DATE+,5544,5552,898 2004,15,0.0,0.0,
6453,DATE+,5596,5600,2005,15,0.0,0.0,
6454,DATE+,5643,5651,492 2005,15,0.0,0.0,
6455,DATE+,5737,5741,1088,15,0.0,0.0,
6456,DATE+,5742,5746,2005,15,0.0,0.0,
6457,DATE+,5790,5794,2006,15,0.0,0.0,
6458,DATE+,5837,5845,492 2006,15,0.0,0.0,
6459,DATE+,5883,5887,2006,15,0.0,0.0,
6460,DATE+,5931,5935,1088,15,0.0,0.0,
6461,DATE+,5936,5940,2006,15,0.0,0.0,
6462,DATE+,5984,5988,2007,15,0.0,0.0,
6463,DATE+,6036,6040,2007,15,0.0,0.0,
6464,DATE+,6074,6082,525 2007,15,0.0,0.0,
6465,DATE+,6126,6130,2008,15,0.0,0.0,
6466,DATE+,6173,6177,1914,15,0.0,0.0,
6467,DATE+,6178,6182,2008,15,0.0,0.0,
6468,DATE+,6220,6224,2008,15,0.0,0.0,
6469,DATE+,6268,6272,2009,15,0.0,0.0,
6470,DATE+,6320,6324,2009,15,0.0,0.0,
6471,DATE+,6362,6366,2009,15,0.0,0.0,
6472,DATE+,6410,6414,2010,15,0.0,0.0,
6473,DATE+,6462,6466,2010,15,0.0,0.0,
6474,DATE+,6504,6508,2010,15,0.0,0.0,
6475,DATE+,6556,6560,2010,15,0.0,0.0,
6476,DATE+,6604,6608,2011,15,0.0,0.0,
6477,DATE+,6651,6655,1241,15,0.0,0.0,
6478,DATE+,6656,6660,2011,15,0.0,0.0,
6479,DATE+,6698,6702,2011,15,0.0,0.0,
6480,DATE+,6767,6771,2011,15,0.0,0.0,
6481,DATE+,6815,6819,2012,15,0.0,0.0,
6482,DATE+,6865,6869,2012,15,0.0,0.0,
6483,DATE+,6907,6911,2012,15,0.0,0.0,
6484,DATE+,6955,6959,1730,15,0.0,0.0,
6485,DATE+,7008,7012,2013,15,0.0,0.0,
6486,DATE+,7056,7060,2014,15,0.0,0.0,
6487,DATE+,7107,7111,2014,15,0.0,0.0,
6488,DATE+,7149,7153,2014,15,0.0,0.0,
6489,DATE+,7197,7201,1267,15,0.0,0.0,
6490,DATE+,7250,7254,2015,15,0.0,0.0,
6491,DATE+,7297,7305,573 2015,15,0.0,0.0,
6492,DATE+,7343,7347,2015,15,0.0,0.0,
6493,DATE+,7391,7395,1035,15,0.0,0.0,
6494,DATE+,7396,7400,2015,15,0.0,0.0,
6495,DATE+,7444,7448,2016,15,0.0,0.0,
6496,DATE+,7495,7499,2016,15,0.0,0.0,
6497,DATE+,7537,7541,2016,15,0.0,0.0,
6498,DATE+,7585,7589,1284,15,0.0,0.0,
6499,DATE+,7590,7594,2016,15,0.0,0.0,
6500,DATE+,7638,7642,2017,15,0.0,0.0,
6501,DATE+,7685,7693,809 2017,15,0.0,0.0,
6502,DATE+,7742,7746,2018,15,0.0,0.0,
6503,DATE+,7793,7797,2018,15,0.0,0.0,
6504,DATE+,7835,7839,2018,15,0.0,0.0,
6505,DATE+,7887,7891,2019,15,0.0,0.0,
6506,DATE+,7938,7942,2019,15,0.0,0.0,
6507,DATE+,7980,7984,2019,15,0.0,0.0,
6508,DATE+,8032,8036,2020,15,0.0,0.0,
6509,DATE+,8083,8087,2020,15,0.0,0.0,
6510,DATE+,8125,8129,2020,15,0.0,0.0,
6511,DATE+,8177,8181,2020,15,0.0,0.0,
6512,DATE+,8225,8229,2021,15,0.0,0.0,
6513,DATE+,8276,8280,2021,15,0.0,0.0,
6514,DATE+,8318,8322,2021,15,0.0,0.0,
6515,DATE+,8366,8374,723 2021,15,0.0,0.0,
6516,DATE+,8413,8417,1785,15,0.0,0.0,
6517,DATE+,62,78,21 februari 2022,29,0.0,0.0,
6521,DATE+,820,832,15 juli 2022,29,0.0,0.0,
6523,DATE+,1115,1127,15 juli 2022,29,0.0,0.0,
6525,DATE+,240,247,21-0222,46,0.0,0.0,
6526,DATE+,251,258,21-0223,46,0.0,0.0,
6528,DATE+,515,531,17 februari 2020,46,0.0,0.0,
6530,DATE+,770,777,21-0222,46,0.0,0.0,
6532,DATE+,860,871,11 mei 2021,46,0.0,0.0,
6535,DATE+,1340,1347,21-0223,46,0.0,0.0,
6537,DATE+,1430,1441,11 mei 2021,46,0.0,0.0,
6550,DATE+,401,416,13 januari 2022,17,0.0,0.0,
6551,DATE+,421,436,14 januari 2022,17,0.0,0.0,
6552,DATE+,523,533,14 januari,17,0.0,0.0,
6553,DATE+,534,538,2022,17,0.0,0.0,
6554,DATE+,1284,1299,14 januari 2022,17,0.0,0.0,
6555,DATE+,2205,2220,14 januari 2022,17,0.0,0.0,
6556,DATE+,2784,2799,14 januari 2022,17,0.0,0.0,
6557,DATE+,3316,3331,14 januari 2022,17,0.0,0.0,
6560,DATE+,348,352,1994,88,1.0,0.0,1994 tot en met juli 2016
6561,DATE+,364,373,juli 2016,88,1.0,0.0,1994 tot en met juli 2016
6566,DATE+,782,786,1994,88,0.0,0.0,
6567,DATE+,790,794,2015,88,0.0,0.0,
6568,DATE+,1066,1070,1994,88,0.0,0.0,
6569,DATE+,1257,1261,2000,88,0.0,0.0,
6570,DATE+,1293,1297,2000,88,0.0,0.0,
6571,DATE+,1374,1383,juli 2016,88,0.0,0.0,
6572,DATE+,1439,1443,2014,88,0.0,0.0,
6573,DATE+,1642,1646,2007,88,0.0,0.0,
6574,DATE+,1687,1696,2007/8777,88,0.0,0.0,
6575,DATE+,1844,1848,2008,88,0.0,0.0,
6576,DATE+,1922,1926,2000,88,0.0,0.0,
6577,DATE+,2051,2055,1994,88,0.0,0.0,
6578,DATE+,2058,2062,2016,88,0.0,0.0,
6579,DATE+,2139,2143,2000,88,0.0,0.0,
6580,DATE+,103,118,13 januari 2022,72,0.0,0.0,
6583,DATE+,379,393,1 januari 2021,72,1.0,0.0,1 januari 2021 tot en met 13 januari 2022
6584,DATE+,405,420,13 januari 2022,72,1.0,0.0,1 januari 2021 tot en met 13 januari 2022
6588,DATE+,699,712,15 maart 2022,72,0.0,0.0,
6590,DATE+,922,935,december 2021,72,0.0,0.0,
6591,DATE+,1017,1030,december 2021,72,0.0,0.0,
6593,DATE+,1092,1104,15 juni 2022,72,0.0,0.0,
6596,DATE+,169,176,21-0493,47,0.0,0.0,
6599,DATE+,478,485,21-0493,47,0.0,0.0,
6601,DATE+,567,583,10 augustus 2021,47,0.0,0.0,
6602,DATE+,176,180,0880,118,0.0,0.0,
6603,DATE+,181,188,42 4242,118,0.0,0.0,
6606,DATE+,444,448,2000,118,0.0,0.0,
6609,DATE+,825,829,2000,118,0.0,0.0,
6610,DATE+,962,974,20 juni 2022,118,0.0,0.0,
6611,DATE+,1015,1027,20 juni 2022,118,0.0,0.0,
6612,DATE+,1370,1382,20 juni 2022,118,0.0,0.0,
6613,DATE+,1509,1521,20 juni 2022,118,0.0,0.0,
6614,DATE+,2163,2175,20 juni 2022,118,0.0,0.0,
6615,DATE+,2951,2963,20 juni 2022,118,0.0,0.0,
6652,DATE+,75,84,4 oktober,40,1.0,1.0,4 oktober 2022
6654,DATE+,312,323,1 juni 2021,40,1.0,0.0,1 juni 2021 tot en met 14 juli 2022
6655,DATE+,335,347,14 juli 2022,40,1.0,0.0,1 juni 2021 tot en met 14 juli 2022
6659,DATE+,847,863,26 augustus 2022,40,0.0,0.0,
6661,DATE+,1240,1256,26 augustus 2022,40,0.0,0.0,
