id,label,start,end,text,doc_id,sentence,event,event_ids,start_event,end_event
6540,c: ontvangst verzoek bevestigd,623,640,22 september 2021,22,Verloop van de procedure De ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail van 22 september 2021.,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,[8152],[557],[618]
6541,c: contact,672,686,1 oktober 2021,22,Over dit verzoek hebt u op 1 oktober 2021 contact gehad met een medewerker van het ministerie.,contact gehad met een medewerker van het ministerie,[8153],[687],[738]
6542,c: overig,760,774,1 oktober 2021,22,In de e-mail van 1 oktober 2021 is aan u de volgende link naar het rapport toegestuurd: https://www.rivm.nl/publicaties/risicogrenzen-voor-bromaat-in-oppervlaktewater-afleiding-volgens-methodiek-van#abstracten Bij e-mail van 19 oktober 2021 is de beslistermijn op uw verzoek met vier weken verdaagd.,is aan u de volgende link naar het rapport toegestuurd,[8155],[775],[829]
6543,c: beslistermijn verdaagd,968,983,19 oktober 2021,22,In de e-mail van 1 oktober 2021 is aan u de volgende link naar het rapport toegestuurd: https://www.rivm.nl/publicaties/risicogrenzen-voor-bromaat-in-oppervlaktewater-afleiding-volgens-methodiek-van#abstracten Bij e-mail van 19 oktober 2021 is de beslistermijn op uw verzoek met vier weken verdaagd.,is de beslistermijn op uw verzoek met vier weken verdaagd,[8156],[984],[1041]
6544,c: beslistermijn verdaagd,1061,1077,15 november 2021,22,Bij e-mail van 15 november 2021 is aan u medegedeeld dat de beslistermijn is opgeschort met twee weken vanwege het vragen van zienswijzen aan derden.,is aan u medegedeeld dat de beslistermijn is opgeschort met twee weken vanwege het vragen van zienswijzen aan derden,[8157],[1078],[1194]
6545,c: contact,1214,1230,30 november 2021,22,Bij e-mail van 30 november 2021 is aan u medegedeeld dat de opschorting is geëindigd en de beslistermijn is verstreken.,is aan u medegedeeld dat de opschorting is geëindigd en de beslistermijn is verstreken,[8158],[1231],[1317]
6546,c: contact,1349,1365,15 november 2021,22,Zienswijzen Bij e-mail van 15 november 2021 bent u erover geïnformeerd dat er derde belanghebbenden zijn bij de openbaarmaking van de documenten en dat deze in de gelegenheid zijn gesteld hierover hun zienswijze te geven.,bent u erover geïnformeerd dat er derde belanghebbenden zijn bij de openbaarmaking van de documenten en dat deze in de gelegenheid zijn gesteld hierover hun zienswijze te geven,[8159],[1366],[1542]
6547,c: besluit datum,56,71,14 januari 2022,17,D atum 14 januari 2022,D atum,[8162],[49],[55]
6548,c: verzoek datum,95,111,15 november 2021,17,", In uw brief van 15 november 2021 heeft u, met een beroep op de Wet openbaarheid van bestuur (hierna: Wob), verzocht om informatie.","heeft u, met een beroep op de Wet openbaarheid van bestuur (hierna: Wob), verzocht om informatie",[8163],[112],[208]
6549,c: ontvangst verzoek bevestigd,280,296,18 november 2021,17,"Procedure De ontvangst van uw verzoek is schriftelijk bevestigd op 18 november 2021, referentienummer Wob/2021/276.",ontvangst van uw verzoek is schriftelijk bevestigd,[8164],[226],[276]
6558,c: besluit datum,118,134,30 augustus 2022,88,IENW/BSK-2022/195843 Datum 30 augustus 2022,Datum,[8167],[112],[117]
6559,c: verzoek datum,154,165,25 mei 2022,88,"Bij email van 25 mei 2022 heeft u bij mijn ministerie een verzoek ingediend als bedoeld in artikel 4, eerste lid, van de Wet open overheid (hierna: Woo).",heeft u bij mijn ministerie een verzoek ingediend,[8169],[166],[215]
6562,c: ontvangst verzoek bevestigd,418,429,27 mei 2022,88,Verloop van de procedure Bij e-mail van 27 mei 2022 is de ontvangst van uw verzoek bevestigd.,is de ontvangst van uw verzoek bevestigd,[8172],[430],[470]
6563,c: beslistermijn verdaagd,490,502,22 juni 2022,88,Bij e-mail van 22 juni 2022 is de beslissing op uw verzoek met vier weken verdaagd.,is de beslissing op uw verzoek met vier weken verdaagd,[8173],[503],[557]
6564,c: contact,576,587,7 juni 2022,88,Bij email van 7 juni 2022 bent u verzocht om uw verzoek nader te duiden.,bent u verzocht om uw verzoek nader te duiden,[8174],[588],[633]
6565,c: overig,665,676,8 juni 2022,88,"U heeft er in uw email van 8 juni 2022 op gewezen dat u wil reconstrueren hoe het kan dat de Gezondheidsraad twee adviezen heeft uitgebracht in 1994 en 2015 over rijgeschiktheid bij stemmingsstoornissen, terwijl tussentijds de regelgeving is gewijzigd op het punt van de eisen die aan bestuurders worden gesteld met betrekking tot unipolaire stemmingsstoornissen.","heeft er in uw email op gewezen dat u wil reconstrueren hoe het kan dat de Gezondheidsraad twee adviezen heeft uitgebracht in 1994 en 2015 over rijgeschiktheid bij stemmingsstoornissen, terwijl tussentijds de regelgeving is gewijzigd op het punt van de eisen die aan bestuurders worden gesteld met betrekking tot unipolaire stemmingsstoornissen","[8175, 8176]","[640, 677]","[660, 1000]"
6581,c: besluit datum,129,145,30 augustus 2022,72,Datum 30 augustus 2022,Datum,[8179],[123],[128]
6582,c: verzoek datum,170,185,13 januari 2022,72,", In uw verzoek van 13 januari 2022, door mij per e-mail ontvangen op diezelfde dag, heeft u mij gevraagd informatie openbaar te maken over de suikertaks en of alle daarmee direct verband houdende onderwerpen over de periode van 1 januari 2021 tot en met 13 januari 2022.",heeft u mij gevraagd informatie openbaar te maken,[8180],[235],[284]
6585,c: inwerking treden van Woo,431,441,1 mei 2022,72,Vanaf 1 mei 2022 is de Wob vervangen door de Woo.,is de Wob vervangen door de Woo,[8182],[442],[473]
6586,c: inwerking treden van Woo,534,539,1 mei,72,"De Woo kent geen overgangsrecht, dit betekent dat vanaf 1 mei de Woo geldt.",Woo geldt,[8184],[543],[552]
6587,c: ontvangst verzoek bevestigd,560,575,18 januari 2022,72,Op 18 januari 2022 heeft u bericht ontvangen dat uw verzoek in goede orde is ontvangen.,heeft u bericht ontvangen dat uw verzoek in goede orde is ontvangen,[8185],[576],[643]
6589,c: contact,745,760,3 februari 2022,72,Over dit verzoek heeft u op 3 februari 2022 contact gehad met enkele medewerkers van mijn ministerie.,contact gehad met enkele medewerkers van mijn ministerie,[8186],[761],[817]
6592,c: overig,1064,1075,13 mei 2022,72,Directie Juridische Zaken Op 13 mei 2022 heeft u mij tot 15 juni 2022 de tijd gegeven om op uw verzoek te beslissen.,heeft u mij tot 15 juni 2022 de tijd gegeven om op uw verzoek te beslissen,[8187],[1076],[1150]
6594,c: contact,1170,1181,12 mei 2022,72,Zienswijzen Op 12 mei 2022 heb ik u per e-mail laten weten dat de betrokken belanghebbenden zijn gevraagd hun mening te geven over de voorgenomen openbaarmaking van de door u gevraagde informatie.,heb ik u per e-mail laten weten dat de betrokken belanghebbenden zijn gevraagd hun mening te geven over de voorgenomen openbaarmaking van de door u gevraagde informatie,[8188],[1182],[1350]
6604,c: besluit datum,231,243,20 juni 2022,118,Onze referentie Datum 20 juni 2022,Datum,[8198],[225],[230]
6605,c: verzoek ontvangen,254,266,9 maart 2022,118,", Op 9 maart 2022 ontving ik uw verzoek waarin u vraagt om openbaarmaking van informatie.",ontving ik uw verzoek waarin u vraagt om openbaarmaking van informatie,[8199],[267],[337]
6607,c: contact,537,549,5 april 2022,118,Op 5 april 2022 heeft u uw verzoek in een e-mail toegelicht.,heeft u uw verzoek in een e-mail toegelicht,[8200],[550],[593]
6608,c: inwerking treden van Woo,617,627,1 mei 2022,118,Wettelijk kader Op 1 mei 2022 is de Wob ingetrokken en vervangen door de Wet open overheid (Woo).,is de Wob ingetrokken en vervangen door de Wet open overheid (Woo),[8201],[628],[694]
8211,c: besluit datum,75,89,4 oktober 2022,40,IENW/BSK-2022/222343 Datum 4 oktober 2022,Datum,[8212],[69],[74]
6653,c: verzoek datum,117,129,27 juli 2022,40,"heer , Bij e-mail van 27 juli 2022 heeft u bij mijn ministerie een verzoek ingediend als bedoeld in artikel 4, eerste lid, van de Wet open overheid (hierna: Woo).",heeft u bij mijn ministerie een verzoek ingediend,[8205],[130],[179]
6656,c: ontvangst verzoek bevestigd,442,454,27 juli 2022,40,Als tijdvak voor uw verzoek kiest u de periode van 1 juni 2021 tot en met 14 juli 2022 Verloop van de procedure De ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail van 27 juli 2022.,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,[8207],[376],[437]
6657,c: beslistermijn verdaagd,462,478,24 augustus 2022,40,Op 24 augustus 2022 is per e-mail de beslissing op uw Woo-verzoek met vier weken verdaagd.,is per e-mail de beslissing op uw Woo-verzoek met vier weken verdaagd,[8208],[479],[548]
6658,c: beslistermijn verdaagd,556,572,31 augustus 2022,40,Op 31 augustus 2022 is per e-mail de beslistermijn op uw Woo-verzoek met nog twee weken opgeschort in verband met het opvragen van zienswijzen.,is per e-mail de beslistermijn op uw Woo-verzoek met nog twee weken opgeschort in verband met het opvragen van zienswijzen,[8209],[573],[695]
6660,c: overig,982,998,30 augustus 2022,40,Zienswijzen Op 30 augustus 2022 zijn derde-belanghebbenden in de gelegenheid gesteld om hun zienwijze naar voren te brengen.,zijn derde-belanghebbenden in de gelegenheid gesteld om hun zienwijze naar voren te brengen,[8210],[999],[1090]
6722,c: besluit datum,125,135,2 mei 2022,121,Mail @belastingdienst.nl Datum Betreft: beslissing op verzoek (Woo) 2 mei 2022,Datum Betreft: beslissing op verzoek (Woo),[8381],[82],[124]
6723,c: verzoek ontvangen,161,177,16 februari 2022,121,", Behandeld door Op 16 februari 2022 hebben wij van u een bericht ontvangen waarin u namens uw cliënt een beroep doet op de Wob (Wet openbaarheid van bestuur).",hebben wij van u een bericht ontvangen waarin u namens uw cliënt een beroep doet op de Wob (Wet openbaarheid van bestuur),[8382],[178],[299]
6724,c: contact,326,342,15 februari 2022,121,Procedure Ik heb u op 15 februari 2022 gemaild in het kader van een lopende Wob- beroepsprocedure van uw cliënt.,heb u gemaild in het kader van een lopende Wob- beroepsprocedure van uw cliënt,"[8384, 8383]","[317, 343]","[322, 415]"
6725,c: overig,442,458,16 februari 2022,121,Vervolgens heeft u op 16 februari 2022 een nieuw Wob-verzoek bij mij ingediend.,nieuw Wob-verzoek bij mij ingediend,[8386],[463],[498]
6726,c: beslistermijn verdaagd,506,519,16 maart 2022,121,"Op 16 maart 2022 heb ik de beslistermijn met vier weken verlengd, op 12 april heb ik u geïnformeerd over de laatste stand van zaken en de verwachting uitgesproken dat ik eind april op het verzoek beslis.",heb ik de beslistermijn met vier weken verlengd,[8387],[520],[567]
6727,c: contact,572,580,12 april,121,"Op 16 maart 2022 heb ik de beslistermijn met vier weken verlengd, op 12 april heb ik u geïnformeerd over de laatste stand van zaken en de verwachting uitgesproken dat ik eind april op het verzoek beslis.",heb ik u geïnformeerd over de laatste stand van zaken en de verwachting uitgesproken dat ik eind april op het verzoek beslis,[8388],[581],[705]
6729,c: inwerking treden van Woo,714,724,1 mei 2022,121,"Per 1 mei 2022 is de Wet Open Overheid (hierna: Woo) in werking getreden, deze wet heeft de Wob vervangen.","is de Wet Open Overheid (hierna: Woo) in werking getreden, deze wet heeft de Wob vervangen",[8389],[725],[815]
6735,c: besluit datum,142,159,28 september 2022,80,Datum 28 september 2022,Datum,[8393],[136],[141]
6736,c: verzoek datum,182,198,7 september 2022,80,"In uw verzoek van 7 september 2022, door mij ontvangen op dezelfde datum, heeft u OCW gevraagd een document dat eerder beoordeeld was op grond van de Wet openbaarheid van bestuur (Wob) te herbeoordelen op grond van de Wet open overheid (Woo).",heeft u OCW gevraagd een document dat eerder beoordeeld was op grond van de Wet openbaarheid van bestuur (Wob) te herbeoordelen op grond van de Wet open overheid (Woo),[8394],[238],[405]
8395,c: contact,629,650,7 en 9 september 2022,80,Over uw verzoek is op 7 en 9 september 2022 contact geweest per e-mail.,contact geweest per e-mail,[8396],[651],[677]
10749,c: overig,1174,1189,7 februari 2018,80,Deze fundering van de verplichte ouderbijdrage is later ook bevestigd in een rechterlijke uitspraak van 7 februari 2018.1 Plaatsing op Internet Dit besluit en de geanonimiseerde nota worden op www.rijksoverheid.nl gepubliceerd.,fundering van de verplichte ouderbijdrage is later ook bevestigd,[8398],[1075],[1139]
6743,c: besluit datum,198,210,5 april 2022,0,Directie Noord-Afrika en Midden-Oosten Rijnstraat 8 2515 XP Den Haag Postbus 20061 2500 EB Den Haag Nederland www.rijksoverheid.nl Datum 5 april 2022 Nederland www.nederlandwereldwijd.nl Betreft Reactie,Datum,[8401],[192],[197]
6744,c: verzoek datum,291,306,28 oktober 2021,0,"[...], In uw brief van 28 oktober 2021, ontvangen op 29 oktober 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht over de demonstraties in het kader van de zogenaamde Grote Mars van de Terugkeer, die plaatsvonden in of bij Gaza in 2018 en 2019.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht,[8403],[338],[429]
6745,c: verzoek ontvangen,321,336,29 oktober 2021,0,"[...], In uw brief van 28 oktober 2021, ontvangen op 29 oktober 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht over de demonstraties in het kader van de zogenaamde Grote Mars van de Terugkeer, die plaatsvonden in of bij Gaza in 2018 en 2019.",ontvangen,[8402],[308],[317]
6756,c: ontvangst verzoek bevestigd,2419,2434,1 november 2021,0,De ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail van 1 november 2021.,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,[8405],[2353],[2414]
6757,c: beslistermijn verdaagd,2456,2472,22 november 2021,0,In de e-mail van 22 november 2021 is de beslistermijn met vier weken verdaagd.,is de beslistermijn met vier weken verdaagd,[8406],[2473],[2516]
6758,c: overig,2536,2552,24 november 2021,0,"Bij e-mail van 24 november 2021 werd bevestigd dat u eind februari 2022 een besluit tegemoet zou kunnen zien, hetgeen de heer Jelle-Jochem Duits van dit ministerie telefonisch met u besprak op 23 november 2021.",werd bevestigd dat u eind februari 2022 een besluit tegemoet zou kunnen zien,[8407],[2553],[2629]
6760,c: contact,2714,2730,23 november 2021,0,"Bij e-mail van 24 november 2021 werd bevestigd dat u eind februari 2022 een besluit tegemoet zou kunnen zien, hetgeen de heer Jelle-Jochem Duits van dit ministerie telefonisch met u besprak op 23 november 2021.",telefonisch met u besprak,[8408],[2685],[2710]
6761,c: contact,2738,2754,28 februari 2022,0,Op 28 februari 2022 werd u per e-mail bericht dat het besluit u eind maart 2022 zou toegaan in verband met het opvragen van zienswijzen van derde partijen.,werd u per e-mail bericht dat het besluit u eind maart 2022 zou toegaan in verband met het opvragen van zienswijzen van derde partijen,[8409],[2755],[2889]
6763,c: contact,2909,2922,31 maart 2022,0,Bij e-mail van 31 maart 2022 werd u geïnformeerd dat u het besluit uiterlijk 8 april 2022 zou ontvangen.,werd u geïnformeerd dat u het besluit uiterlijk 8 april 2022 zou ontvangen,[8410],[2923],[2997]
6765,c: contact,3059,3075,28 februari 2022,0,Zienswijzen U bent er over geïnformeerd in de e-mail van 28 februari 2022 dat er derde belanghebbenden zijn bij de openbaarmaking van een aantal documenten en dat deze in de gelegenheid zijn gesteld hierover hun zienswijze te geven.,bent er over geïnformeerd in de e-mail dat er derde belanghebbenden zijn bij de openbaarmaking van een aantal documenten en dat deze in de gelegenheid zijn gesteld hierover hun zienswijze te geven,"[8411, 8412]","[3016, 3076]","[3054, 3233]"
6771,c: besluit datum,78,89,7 juli 2022,2,"l@minienw.nl@minie nw.nl Datum 7 juli 2022 Betreft besluit 2020-02 PFAS Geachte Naar aanleiding van de totstandkoming van het ""maatregelenpakket voor de PFAS problematiek"" van 13 november 2019 hebben verschillende journalisten met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om informatie verzocht over PFAS.",Datum,[8415],[72],[77]
8417,c: verzoek ontvangen,439,470,2 december 2019 en 4 maart 2020,2,"Het betreft in totaal drie verzoeken, die zijn ontvangen tussen 2 december 2019 en 4 maart 2020.",ontvangen,[8416],[422],[431]
6777,c: overig,723,734,8 juli 2020,2,Op 8 juli 2020 heb ik reeds een eerste deelbesluit genomen met daarin de formele documenten.,heb ik reeds een eerste deelbesluit genomen met daarin de formele documenten,[8418],[735],[811]
9496,c: overig,835,867,31 januari 2020 en 11 maart 2020,2,"Op respectievelijk 31 januari 2020 en 11 maart 2020 is aan alle verzoekers een behandelvoorstel gedaan ten behoeve van afdoening met deelbesluiten, waarbij de verschillende verzoeken kunnen meelopen in de afhandeling van de andere verzoeken over hetzelfde onderwerp.",is aan alle verzoekers een behandelvoorstel gedaan ten behoeve van afdoening met deelbesluiten,[9497],[868],[962]
6780,c: overig,1089,1100,8 juli 2020,2,"Op 8 juli 2020 heeft u het eerste deelbesluit ontvangen, dat ziet op de formele documenten.",heeft u het eerste deelbesluit ontvangen,[9498],[1101],[1141]
6781,c: overig,1184,1199,7 december 2020,2,Op 7 december 2020 is aan alle verzoekers een vervolgvoorstel gedaan.,is aan alle verzoekers een vervolgvoorstel gedaan,[9499],[1200],[1249]
9501,c: overig,1269,1317,"7 december 2020, respectievelijk 8 december 2020",2,"Per e-mail van 7 december 2020, respectievelijk 8 december 2020, zijn alle verzoekers akkoord gegaan met het vervolgvoorstel van 7 december 2020.",zijn alle verzoekers akkoord gegaan met het vervolgvoorstel van 7 december 2020,[9500],[1319],[1398]
6785,c: inwerking treden van Woo,1409,1419,1 mei 2022,2,Vanaf 1 mei 2022 is de Wob vervangen door de Wet open overheid (hierna: Woo).,is de Wob vervangen door de Wet open overheid (hierna: Woo),[9502],[1420],[1479]
6786,c: inwerking treden van Woo,1507,1517,1 mei 2022,2,Dit betekent dat vanaf 1 mei 2022 de Woo geldt.,Woo geldt,[9503],[1521],[1530]
6788,c: besluit datum,153,166,20 april 2022,96,F 070 378 6100 (algemeen) www.rijksoverheid.nl/lnv Datum 20 april 2022,Datum,[8422],[147],[152]
6789,c: verzoek datum,208,219,5 juli 2021,96,"10.2.e , Bijlage(n) In uw brief van 5 juli 2021, ontvangen op 6 juli 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht over het wetsvoorstel wijziging van de Wet dieren in verband met de uitvoering van de herziene Europese diergezondheidswetgeving.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht,[8424],[247],[338]
6790,c: verzoek ontvangen,234,245,6 juli 2021,96,"10.2.e , Bijlage(n) In uw brief van 5 juli 2021, ontvangen op 6 juli 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht over het wetsvoorstel wijziging van de Wet dieren in verband met de uitvoering van de herziene Europese diergezondheidswetgeving.",ontvangen,[8423],[221],[230]
6793,c: ontvangst verzoek bevestigd,1047,1058,9 juli 2021,96,"De ontvangst van uw verzoek is schriftelijk bevestigd bij brief van 9 juli 2021, kenmerk DGA-DAD/21181314.",ontvangst van uw verzoek is schriftelijk bevestigd bij brief,[8425],[982],[1042]
6795,c: contact,1182,1197,11 oktober 2021,96,Op 11 oktober 2021 heeft u mailcontact gehad met mijn medewerker Lisa Gaster tijdens deze mailwisseling heeft u uw verzoek bijgesteld naar alle correspondentie en informatie betreffende het amendement redelijk doel van de PvdD over de huisvesting van de dieren.,heeft u mailcontact gehad met mijn medewerker Lisa Gaster,[10743],[1198],[1255]
6818,c: besluit datum,141,157,28 februari 2022,5,Datum: per e-mail en per post verstuurd op 28 februari 2022 uw kenmerk,Datum: per e-mail en per post verstuurd,[8436],[98],[137]
6819,c: verzoek datum,196,212,27 augustus 2019,5,"heren In uw brief van 27 augustus 2019 (ontvangen op 29 augustus 2019) heeft u, met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht inzake alle rapporten van inspecties die in 2018 zijn gehouden bij instellingen die een vergunning op grond van de Wet op de dierproeven hebben.","heeft u, met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht",[8440],[245],[337]
6820,c: verzoek ontvangen,227,243,29 augustus 2019,5,"heren In uw brief van 27 augustus 2019 (ontvangen op 29 augustus 2019) heeft u, met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht inzake alle rapporten van inspecties die in 2018 zijn gehouden bij instellingen die een vergunning op grond van de Wet op de dierproeven hebben.",ontvangen,[8439],[214],[223]
6822,c: ontvangst verzoek bevestigd,555,571,30 augustus 2019,5,De ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail van 30 augustus 2019.,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,[8441],[489],[550]
6823,c: beslistermijn verdaagd,590,607,24 september 2019,5,Per brief van 24 september 2019 is tevens de beslistermijn met vier weken verdaagd.,is tevens de beslistermijn met vier weken verdaagd,[8442],[608],[658]
6853,c: besluit datum,55,68,11 april 2022,20,Datum 11 april 2022,Datum,[8447],[49],[54]
6854,c: verzoek datum,99,115,10 december 2021,20,"heer , In uw bericht van 10 december 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie,[8448],[116],[210]
6857,c: ontvangst verzoek bevestigd,412,424,8 maart 2022,20,"Procedure De ontvangst van uw verzoek is schriftelijk bevestigd bij brief van 8 maart 2022, kenmerk WOB/2022/293.",ontvangst van uw verzoek is schriftelijk bevestigd bij brief,[8449],[347],[407]
6859,c: contact,593,606,17 maart 2022,20,Zienswijzen U bent er over geïnformeerd per e-mail van 17 maart 2022 dat er een derde-belanghebbende is bij de openbaarmaking van de documenten met nummers 1 tot en met 14 en dat deze in de gelegenheid is gesteld hierover zijn zienswijze te geven.,bent er over geïnformeerd per e-mail dat er een derde-belanghebbende is bij de openbaarmaking van de documenten met nummers 1 tot en met 14 en dat deze in de gelegenheid is gesteld hierover zijn zienswijze te geven,"[8450, 8451]","[552, 607]","[588, 784]"
6883,c: besluit datum,69,83,6 januari 2022,97,Datum 6 januari 2022 26 februari 2020,Datum,[8461],[63],[68]
6885,c: verzoek datum,123,139,26 februari 2020,97,", In uw email van 26 februari 2020 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie over openbaarmaking van documenten inzake de voorgenomen export van een EUV- chipmachine van ASML naar China.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie,[8462],[140],[234]
6890,c: ontvangst verzoek bevestigd,1191,1203,4 maart 2020,97,"De ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief van 4 maart 2020, met kenmerk 2020-0000046488.",ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief,[8463],[1120],[1186]
6891,c: beslistermijn verdaagd,1240,1253,25 maart 2020,97,Op 25 maart 2020 heeft u middels een mail een bevestiging ontvangen over de opschorting van uw verzoek vanwege de gevolgen van het coronavirus.,heeft u middels een mail een bevestiging ontvangen over de opschorting van uw verzoek vanwege de gevolgen van het coronavirus,[8464],[1254],[1379]
6892,c: besluit datum,94,110,10 augustus 2022,3,Datum 10 augustus 2022,Datum,[8467],[88],[93]
6893,c: verzoek datum,140,155,4 augustus 2022,3,"[...], In uw e-mail van 4 augustus 2022, ontvangen op 4 augustus 2022, heeft u met een beroep op de Wet open overheid (hierna: Woo) verzocht om alle communicatie tussen Nederland en de Secretaris-Generaal van de Raad van Europa die vanwege artikel 15 van het “Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden” tot stand is gekomen van 1 januari 2017 tot en met 4 augustus 2022: - Omtrent de afkondiging van noodsituaties.",heeft u met een beroep op de Wet open overheid (hierna: Woo) verzocht,[8469],[187],[256]
6894,c: verzoek ontvangen,170,185,4 augustus 2022,3,"[...], In uw e-mail van 4 augustus 2022, ontvangen op 4 augustus 2022, heeft u met een beroep op de Wet open overheid (hierna: Woo) verzocht om alle communicatie tussen Nederland en de Secretaris-Generaal van de Raad van Europa die vanwege artikel 15 van het “Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden” tot stand is gekomen van 1 januari 2017 tot en met 4 augustus 2022: - Omtrent de afkondiging van noodsituaties.",ontvangen,[8468],[157],[166]
6897,c: ontvangst verzoek bevestigd,641,656,9 augustus 2022,3,De ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail van 9 augustus 2022 met als onderwerp ‘Ontvangstbevestiging van uw Woo verzoek – WOO/4’.,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mai,[8470],[575],[635]
6900,c: besluit datum,95,112,13 september 2022,30,Datum 13 september 2022,Datum,[8474],[89],[94]
6901,c: verzoek datum,163,178,4 augustus 2022,30,U kunt uw bezwaar ook digitaal indienen op Op 4 augustus 2022 heeft u mijn ministerie verzocht om openbaarmaking van www.bezwaarschriftenocw.nl.,heeft u mijn ministerie verzocht om openbaarmaking,[8475],[179],[229]
6902,c: ontvangst verzoek bevestigd,268,284,18 augustus 2022,30,"Op 18 augustus 2022 hebben wij u laten weten dat het verzoek in goede orde is ontvangen, kenmerk 33795277.",hebben wij u laten weten dat het verzoek in goede orde is ontvangen,[8476],[285],[352]
6903,c: beslistermijn verdaagd,378,394,1 september 2022,30,"Op 1 september 2022 is aangegeven dat de beoordeling van uw verzoek meer tijd in beslag neemt en deze daarom is verdaagd, kenmerk 33914064.",is aangegeven dat de beoordeling van uw verzoek meer tijd in beslag neemt en deze daarom is verdaagd,[8477],[395],[495]
6974,c: besluit datum,125,138,23 maart 2022,83,EH Den Haag www.rijksoverheid.nl/jenv Contactpersoon Datum 23 maart 2022,Datum,[8498],[119],[124]
6975,c: verzoek datum,165,181,14 februari 2022,83,"Bij e-mailbericht van 14 februari 2022 heeft u bij de Directie Migratiebeleid een verzoek ingediend als bedoeld in artikel 3, eerste lid, van de Wet openbaarheid van bestuur (hierna: Wob).",heeft u bij de Directie Migratiebeleid een verzoek ingediend,[8499],[182],[242]
6976,c: ontvangst verzoek bevestigd,350,363,15 maart 2022,83,Per e-mail van 15 maart 2022 heb ik u de ontvangst van uw verzoek bevestigd en heb ik aangegeven te verwachten er in maart 2022 op te kunnen beslissen.,heb ik u de ontvangst van uw verzoek bevestigd en heb ik aangegeven te verwachten er in maart 2022 op te kunnen beslissen,[8500],[364],[485]
8502,c: overig,493,506,8 februari jl,83,Op 8 februari jl heeft u van mij een besluit op uw Wob-verzoek van 17 augustus 2020 ontvangen.,heeft u van mij een besluit op uw Wob-verzoek van 17 augustus 2020 ontvangen,[8501],[507],[583]
7022,c: besluit datum,252,264,26 juli 2022,33,Onze referentie Datum 26 juli 2022,Datum,[8513],[246],[251]
7023,c: verzoek ontvangen,293,306,14 april 2022,33,"Bijlagen 2 Geachte , Op 14 april 2022 ontving ik uw verzoek waarin u vraagt om openbaarmaking van informatie.",ontving ik uw verzoek waarin u vraagt om openbaarmaking van informatie,[8514],[307],[377]
7024,c: beslistermijn verdaagd,447,459,15 juni 2022,33,In deze brief leest u mijn reactie op uw verzoek In de email van 15 juni 2022 bent u akkoord gegaan met de opschorting van de beslistermijn naar 7 juli 2022.,bent u akkoord gegaan met de opschorting van de beslistermijn,[8516],[460],[521]
7072,c: besluit datum,146,161,9 februari 2022,10,Per email: www.nvwa.nl Onze referentie TRCNVWA/2022/1301 Datum: verzonden per email op 9 februari 2022,Datum: verzonden per email op,[8543],[116],[145]
8544,c: verzoek datum,241,276,12 februari 2020 en 19 januari 2021,10,", In uw e-mails van 12 februari 2020 en 19 januari 2021, ontvangen op 12 februari 2020 respectievelijk 19 januari 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht over dierenwelzijnsinspecties bij Nederlands stallen met vleeskalveren.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht,[8547],[341],[432]
