id,label,start,end,text,doc_id
7131,DATE+,1160,1173,25 april 2022,116
7132,DATE+,1229,1242,21 april 2022,116
7133,c: contact,1351,1364,28 maart 2022,116
7134,DATE+,1544,1557,21 april 2022,116
7135,DATE+,1704,1717,21 april 2022,116
7136,DATE+,2085,2098,21 april 2022,116
7137,DATE+,2475,2488,21 april 2022,116
7138,DATE+,2847,2860,21 april 2022,116
7139,DATE+,3995,4008,21 april 2022,116
8560,ID,9,12,116,116
8561,title,25,63,besluit-wob-vluchten-curacao-aruba.pdf,116
8562,event,91,96,Datum,116
8563,event,156,165,ontvangen,116
8564,event,187,305,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie en interne correspondentie verzocht,116
8565,event,404,465,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,116
8567,event,522,565,is de beslistermijn met vier weken verdaagd,116
8568,event,602,668,werd u bericht dat u eind maart 2022 een besluit kon tegemoet zien,116
8569,event,690,846,"werd u per e-mail meegedeeld dat mede wegens het versturen van zienswijzeverzoeken aan derde partijen, u eind april 2022 een besluit zou kunnen tegemoetzien",116
8570,event,868,1022,zond u per e-mail een ingebrekestelling aan het ministerie van Buitenlandse Zaken met het verzoek u binnen twee weken een besluit in primo te doen toegaan,116
8571,event,1043,1202,ging u een e-mail toe dat 11 april 2022 niet haalbaar was om u een besluit te sturen maar dat het streven was u vóór 25 april 2022 een besluit te doen toekomen,116
8572,event,1308,1346,bent er over geïnformeerd in de e-mail,116
8573,event,1365,1520,dat er derde belanghebbenden zijn bij de openbaarmaking van meerdere documenten en dat deze in de gelegenheid zijn gesteld hierover hun zienswijze te geven,116
7666,c: besluit datum,73,90,26 september 2022,64
7667,c: verzoek datum,119,135,18 augustus 2022,64
7668,DATE+,532,536,2017,64
7669,DATE+,806,810,2017,64
7670,DATE+,1113,1117,2017,64
7671,DATE+,1481,1485,2017,64
7672,c: ontvangst verzoek bevestigd,1559,1575,19 augustus 2022,64
7673,c: ontvangst verzoek bevestigd,1718,1735,14 september 2022,64
7674,DATE+,1887,1904,26 september 2022,64
7675,DATE+,2046,2063,26 september 2022,64
7676,DATE+,2208,2225,26 september 2022,64
7677,DATE+,2480,2497,26 september 2022,64
7678,DATE+,2600,2617,26 september 2022,64
7679,DATE+,2957,2967,13/09/2017,64
9466,ID,9,11,64,64
9467,title,24,61,26-09-2022_besluit_ter_publicatie.pdf,64
9468,event,67,72,Datum,64
9469,event,178,280,heeft u met een beroep op de Wet open overheid (hierna: Woo) verzocht om alle informatie en documenten,64
9470,event,1493,1554,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,64
9471,event,1735,1766, is de beslissing op uw verzoek,64
9472,event,1853,1876,met twee weken verdaagd,64
7718,DATE+,112,119,21-0715,51
7719,c: besluit datum,154,165,5 juli 2022,51
7720,DATE+,208,215,21-0715,51
7721,c: verzoek datum,238,255,10 september 2021,51
7722,c: verzoek ontvangen,270,287,10 september 2021,51
7723,DATE+,475,489,1 januari 2016,51
7724,DATE+,501,517,31 december 2020,51
7725,c: ontvangst verzoek bevestigd,716,733,13 september 2021,51
7726,c: beslistermijn verdaagd,754,768,4 oktober 2021,51
7727,c: contact,842,857,4 november 2021,51
7728,c: overig,974,990,16 november 2021,51
7729,c: contact,1065,1081,16 november 2021,51
7730,c: inwerking treden van Woo,1244,1254,1 mei 2022,51
7731,DATE+,1502,1509,21-0715,51
7732,DATE+,1666,1673,21-0715,51
7733,DATE+,1941,1948,21-0715,51
7734,DATE+,2078,2085,21-0715,51
7735,DATE+,2597,2610,november 2018,51
7736,DATE+,2805,2810,jaren,51
7737,DATE+,2970,2974,2017,51
7738,DATE+,2993,2997,2017,51
7739,DATE+,3075,3082,21-0715,51
7740,DATE+,3173,3180,21-0715,51
7741,DATE+,3479,3486,21-0715,51
9477,ID,9,11,51,51
9478,title,24,91,21-0715_woo_besluit_deelbesluit_2_pluimveeslachterijen_versie_2.pdf,51
9479,event,124,153,Datum: per email verzonden op,51
9480,event,257,266,ontvangen,51
9481,event,289,363,heeft u de Nederlandse Voedsel- en Warenautoriteit (hierna: NVWA) verzocht,51
9482,event,651,711,ontvangst van uw verzoek is schriftelijk bevestigd bij email,51
9483,event,769,809,is de beslistermijn verdaagd met 4 weken,51
9485,event,814,838,Over dit verzoek heeft u,51
9486,event,1024,1057,is het eerste deelbesluit genomen,51
9487,event,1082,1236,heeft u tijdens een telefoongesprek medegedeeld dat u de onderliggende rapporten van bevindingen van een aantal rechterlijke uitspraken wenst te ontvangen,51
9488,event,1255,1336,is de Wet open overheid (hierna: Woo) inwerking getreden en is de Wob ingetrokken,51
10744,event,858,953,telefonisch contact gehad met een medewerker van de NVWA van het team Openbaarmaking en Privacy,51
7742,c: besluit datum,75,90,21 januari 2022,98
7743,DATE+,133,148,2 augustus 2021,98
7744,c: verzoek datum,179,194,2 augustus 2021,98
7745,c: contact,405,421,12 augustus 2021,98
7746,c: ontvangst verzoek bevestigd,581,597,13 augustus 2021,98
7747,DATE+,754,768,3 januari 2019,98
7748,DATE+,803,818,21 januari 2019,98
7749,DATE+,898,913,21 januari 2019,98
7750,DATE+,981,996,5 november 2019,98
7751,DATE+,1034,1049,6 november 2019,98
7752,DATE+,1088,1098,5 november,98
7753,DATE+,1200,1215,5 november 2019,98
7754,DATE+,1298,1313,21 januari 2019,98
7755,DATE+,1479,1491,14 juli 2021,98
7756,DATE+,1574,1586,2 maart 2020,98
7757,DATE+,1612,1627,5 november 2019,98
9490,ID,9,11,98,98
9491,title,24,64,besluit-wob-initiele-versies-geb-pia.pdf,98
9492,event,69,74,Datum,98
9493,event,195,292,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: de Wob) verzocht om informatie,98
9494,event,422,502,heeft een medewerker van mijn Ministerie contact met u opgenomen over uw verzoek,98
9495,event,510,576,ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief,98
9051,DATE+,48,49,>,75
9052,c: besluit datum,174,190,18 augustus 2022,75
9053,DATE+,201,217,18 augustus 2022,75
9054,DATE+,261,276,2 november 2021,75
9055,c: verzoek datum,311,326,2 november 2021,75
9056,c: ontvangst verzoek bevestigd,540,556,11 november 2021,75
9057,c: inwerking treden van Woo,591,601,1 mei 2022,75
9314,title,24,43,Besluit+2021-66.pdf,75
9315,ID,9,11,75,75
9316,event,168,173,Datum,75
9317,event,327,376,heeft u bij mijn ministerie een verzoek ingediend,75
9318,event,497,535,ontvangst van uw verzoek is per e-mail,75
9319,event,602,678,is Wet Open Overheid (verder: Woo) in werking getreden en de Wob ingetrokken,75
9058,c: besluit datum,92,104,15 juli 2022,1
9059,DATE+,148,162,1 oktober 2020,1
9060,c: verzoek datum,209,223,1 oktober 2020,1
9061,DATE+,374,390,11 februari 2020,1
9062,DATE+,402,416,1 oktober 2020,1
9063,c: ontvangst verzoek bevestigd,515,529,1 oktober 2020,1
9064,c: beslistermijn verdaagd,568,583,30 oktober 2020,1
9065,c: contact,649,663,6 januari 2021,1
9066,DATE+,773,786,maanden maart,1
9067,DATE+,796,805,juli 2021,1
9068,c: contact,962,979,16 september 2021,1
9069,c: contact,1018,1035,21 september 2021,1
9070,c: contact,1186,1203,28 september 2021,1
9071,c: contact,1294,1311,29 september 2021,1
9072,c: contact,1454,1470,24 februari 2022,1
9073,c: contact,1550,1563,24 maart 2022,1
9074,c: contact,1680,1692,8 april 2022,1
9075,c: inwerking treden van Woo,1973,1983,1 mei 2022,1
9076,c: contact,2082,2094,8 april 2022,1
9077,DATE+,2330,2334,2012,1
9078,DATE+,2519,2523,2012,1
9079,DATE+,2608,2612,2012,1
9080,DATE+,2734,2738,2012,1
9320,ID,9,10,1,1
9321,title,23,60,1._Besluit_Granuliet_2020_95_IenW.pdf,1
9322,event,86,91,Datum,1
9323,event,224,315,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht,1
9324,event,449,510,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,1
9325,event,584,627,is de beslistermijn met vier weken verdaagd,1
9326,event,664,762,is aan u bericht dat de beslistermijn is verstreken en bent u geïnformeerd over de stand van zaken,1
9327,event,806,940,zijn er meerdere telefonische contactmomenten met u geweest over de stand van zaken en voortgang van de behandeling van uw Wob-verzoek,1
9328,c: contact,773,805,"maanden maart, juni en juli 2021",1
9329,event,980,1010,vraagt u om de stand van zaken,1
9330,event,1036,1164,is telefonisch aan u bericht wat de laatste stand van zaken is betreffende de behandeling van uw Wob-verzoek bij de bestuurskern,1
9331,event,1204,1272,is aan u bericht wat de laatste stand van zaken bij de ILT en RWS is,1
9332,event,1312,1446,geeft u aan dat de behandeling van het Wob-verzoek al een jaar duurt en dat u hoopt dat de termijnoverschrijding niet nog groter wordt,1
9333,event,1471,1542,is telefonisch de stand van zaken betreffende uw Wob- verzoek besproken,1
9335,event,1564,1658,is telefonisch wederom de stand van zaken in de behandeling van uw Wob-verzoek met u besproken,1
9336,event,1693,1948,"is aan u bericht dat de bestuurskern van het ministerie van Infrastructuur en Waterstaat, ILT en RWS zienswijzen aan derde belanghebbenden hebben gevraagd op documenten die gegevens bevatten die van derden afkomstig zijn of die betrekking hebben op derden",1
9337,event,1984,2062,is de Wet open overheid (hierna Woo) in werking getreden en de Wob ingetrokken,1
9338,event,2095,2269,bent u per e-mail geïnformeerd dat er documenten afkomstig van derden-belanghebbenden zijn aangetroffen en zij in de gelegenheid zijn gesteld hierover hun zienswijze te geven,1
9087,DATE+,420,435,29 oktober 2021,112
9088,c: verzoek datum,540,555,29 oktober 2021,112
9089,DATE+,1009,1023,1 januari 2017,112
9090,DATE+,1188,1202,1 januari 2017,112
9091,DATE+,1337,1351,1 januari 2017,112
9092,DATE+,1582,1596,1 januari 2017,112
9093,c: ontvangst verzoek bevestigd,2026,2042,26 november 2021,112
9094,DATE+,2140,2156,24 december 2021,112
9095,c: contact,2188,2203,14 januari 2022,112
9096,DATE+,2488,2489,[,112
9097,DATE+,2547,2562,5 februari 2022,112
9345,ID,9,12,112,112
9346,title,25,61,besluit-wob-verzoek-clearview-ai.pdf,112
9347,event,344,349,Datum,112
9348,c: besluit datum,350,360,23-03-2022,112
9349,event,557,648,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht,112
9351,event,1961,2021,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,112
9352,event,2204,2266,per e-mail contact gehad met een ambtenaar van mijn ministerie,112
9222,c: besluit datum,186,198,13 juli 2022,122
9223,DATE+,238,250,13 juli 2022,122
9224,DATE+,294,304,6 mei 2022,122
9225,c: verzoek datum,339,349,6 mei 2022,122
9226,DATE+,518,530,1 april 2022,122
9227,DATE+,542,552,6 mei 2022,122
9228,c: ontvangst verzoek bevestigd,636,646,6 mei 2022,122
9229,c: beslistermijn verdaagd,670,681,3 juni 2022,122
9409,ID,9,12,122,122
9410,title,25,77,besluit-woo-verzoek-2022-33-schiphol-meivakantie.pdf,122
9411,event,180,185,Datum,122
9412,event,350,399,heeft u bij mijn ministerie een verzoek ingediend,122
9413,event,593,631,ontvangst van uw verzoek is per e-mail,122
9414,event,647,662,aan u bevestigd,122
9415,event,682,738,is per e-mail de behandeling van uw Woo-verzoek verdaagd,122
9278,DATE+,73,74,>,39
9279,c: besluit datum,216,231,9 augustus 2022,39
9280,DATE+,263,278,9 augustus 2022,39
9281,DATE+,322,334,15 juli 2022,39
9282,c: verzoek datum,370,382,15 juli 2022,39
9283,DATE+,605,619,9 januari 2003,39
9284,DATE+,676,688,24 juni 2003,39
9285,c: ontvangst verzoek bevestigd,902,914,15 juli 2022,39
9425,ID,9,11,39,39
9426,title,24,68,2022-58-woo-besluit-over-vliegveld-teuge.pdf,39
9427,event,210,215,Datum,39
9428,event,383,432,heeft u bij mijn ministerie een verzoek ingediend,39
9430,event,859,897,ontvangst van uw verzoek is per e-mail,39
9431,event,915,930,aan u bevestigd,39
9286,DATE+,104,112,379 8911,100
9287,c: besluit datum,167,183,15 februari 2022,100
9288,DATE+,221,237,16 november 2021,100
9289,c: verzoek datum,359,375,14 november 2021,100
9290,c: verzoek ontvangen,390,406,16 november 2021,100
9291,c: contact,791,807,25 november 2021,100
9292,c: ontvangst verzoek bevestigd,917,933,29 november 2021,100
9293,DATE+,1031,1046,11 januari 2022,100
9294,c: beslistermijn verdaagd,1067,1083,27 december 2021,100
9295,DATE+,1169,1184,1 februari 2022,100
9296,DATE+,1238,1248,2 februari,100
9297,DATE+,1307,1317,8 februari,100
9432,ID,9,12,100,100
9433,title,25,72,besluit-wob-kamerbrief-stikstofproblematiek.pdf,100
9434,event,161,166,Datum,100
9435,event,377,386,ontvangen,100
9436,event,408,415,heeft u,100
9437,event,418,501,met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht,100
9439,event,764,787,Over dit verzoek hebt u,100
9440,event,808,832,per e-mail contact gehad,100
9441,event,852,912,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,100
9442,event,1109,1164,is aan u medegedeeld dat de beslistermijn is opgeschort,100
9443,c: overig,1238,1251,2 februari jl,100
9444,event,1252,1291,heeft u een ingebrekestelling ingediend,100
9445,event,1321,1351,per e-mail op heeft gereageerd,100
9448,c: contact,1307,1320,8 februari jl,100
9298,c: besluit datum,123,136,30 maart 2022,47
9299,DATE+,169,176,21-0493,47
9300,c: verzoek datum,216,228,17 juni 2021,47
9301,DATE+,384,394,05-01-2021,47
9302,c: ontvangst verzoek bevestigd,661,673,18 juni 2021,47
9303,DATE+,683,690,21-0493,47
9304,c: beslistermijn verdaagd,711,723,12 juli 2021,47
9305,DATE+,772,788,10 augustus 2021,47
9450,ID,9,11,47,47
9451,title,24,43,21-0493-besluit.pdf,47
9452,event,82,122,Datum: Uitsluitend verstuurd per mail op,47
9453,event,229,320,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht,47
9456,event,595,656,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,47
9457,event,724,767,is de beslistermijn met vier weken verdaagd,47
9570,DATE+,173,176,+31,141
9571,DATE+,178,186,088 0725,141
9572,DATE+,201,212,1 september,141
9573,c: verzoek datum,249,260,25 mei 2022,141
9574,c: ontvangst verzoek bevestigd,390,401,7 juni 2022,141
9575,DATE+,451,467,1 september 2022,141
9576,DATE+,670,686,1 september 2022,141
9847,ID,9,12,141,141
9848,title,25,77,Besluit_op_uw_Woo-verzoek_inzake_de_BPG-afdeling.pdf,141
9849,event,195,200,Datum,141
9850,event,261,323,heeft u een verzoek om openbaarmaking van informatie ingediend,141
9851,event,402,446,heb ik de ontvangst van uw verzoek bevestigd,141
10769,c: besluit datum,201,217,1 september 2022,141
9577,DATE+,87,89,50,148
9578,c: besluit datum,186,199,15 maart 2022,148
9579,c: verzoek datum,367,382,11 januari 2022,148
9580,c: ontvangst verzoek bevestigd,783,798,18 januari 2022,148
9581,c: beslistermijn verdaagd,836,851,4 februari 2022,148
9582,DATE+,938,950,8 maart 2022,148
9583,c: beslistermijn verdaagd,979,995,10 februari 2022,148
9584,DATE+,1172,1185,22 maart 2022,148
9585,c: contact,1255,1271,10 februari 2022,148
9586,DATE+,1482,1496,1 januari 2024,148
9587,DATE+,1828,1832,2021,148
9852,ID,9,12,148,148
9853,title,25,66,Besluit_op_Wob-verzoek_banenafspraken.pdf,148
9854,event,180,185,Datum,148
9855,event,383,504,heeft u via het Wob-formulier met een beroep op de Wet openbaarheid van bestuur verzocht om openbaarmaking van documenten,148
9856,event,718,778,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,148
9857,event,874,879,is de,148
9858,event,896,933,beslistermijn met vier weken verdaagd,148
9859,event,1012,1128,is aan u medegedeeld dat de beslistermijn met twee weken is opgeschort vanwege het vragen van zienswijzen aan derden,148
9860,event,1213,1250,bent er over geïnformeerd in de brief,148
9861,event,1272,1421,dat er een derde- belanghebbende is bij de openbaarmaking van de documenten en dat deze in de gelegenheid is gesteld hierover een zienswijze te geven,148
9588,DATE+,184,187,+31,142
9589,DATE+,189,197,088 0725,142
9590,DATE+,212,223,8 september,142
9591,DATE+,224,228,2022,142
9592,c: verzoek datum,259,271,8 april 2022,142
9593,c: ontvangst verzoek bevestigd,401,414,26 april 2022,142
9594,DATE+,483,499,8 september 2022,142
9862,ID,9,12,142,142
9863,title,25,88,Besluit_op_uw_Woo-verzoek_inzake_etnische_afkomst_klinieken.pdf,142
9864,event,206,211,Datum,142
9866,event,272,334,heeft u een verzoek om openbaarmaking van informatie ingediend,142
9867,event,415,459,heb ik de ontvangst van uw verzoek bevestigd,142
9875,c: besluit datum,212,228,8 september 2022,142
9662,c: besluit datum,86,102,12 augustus 2022,129
9663,c: verzoek datum,128,139,8 juni 2022,129
9664,c: verzoek ontvangen,163,175,13 juni 2022,129
9665,c: ontvangst verzoek bevestigd,1113,1125,15 juni 2022,129
9666,c: contact,1145,1152,27 juni,129
9667,DATE+,1386,1402,12 augustus 2022,129
9668,DATE+,1499,1511,21 juli 2022,129
9669,DATE+,1530,1542,21 juli 2022,129
9670,c: beslistermijn verdaagd,1578,1590,11 juli 2022,129
9671,DATE+,1823,1839,12 augustus 2022,129
9672,DATE+,2103,2119,12 augustus 2022,129
9673,DATE+,2179,2195,12 augustus 2022,129
9674,DATE+,2554,2570,12 augustus 2022,129
9675,DATE+,2614,2630,12 augustus 2022,129
9905,ID,9,12,129,129
9906,title,25,58,Besluit_Belhokjes_R8_redacted.pdf,129
9907,event,80,85,Datum,129
9909,event,150,159,ontvangen,129
9910,event,177,257,heeft u met een beroep op de Wet open overheid (hierna: Woo) informatie verzocht,129
9911,event,1047,1108,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,129
9912,event,1153,1276,is aan u kenbaar gemaakt dat het Rijksvastgoedbedrijf (RVB) de eigenaar en beheerder is van het kantoor aan de Rijnstraat 8,129
9913,event,1469,1494,is in het telefoongesprek,129
9914,event,1543,1558,met u besproken,129
9915,c: contact,1499,1542,21 juli 2022 en bij e-mail van 21 juli 2022,129
9916,event,1591,1747,"heb ik u voorts laten weten dat de beslistermijn aangaande uw verzoek, met toepassing van artikel 4.4., tweede lid, van de Woo met twee weken wordt verdaagd",129
9676,c: besluit datum,109,123,5 januari 2022,126
9677,c: verzoek datum,219,234,2 november 2021,126
9678,DATE+,400,410,jaren 1975,126
9679,c: ontvangst verzoek bevestigd,580,596,19 november 2021,126
9680,DATE+,692,708,14 december 2021,126
9681,c: overig,729,745,18 november 2021,126
9682,DATE+,868,872,1989,126
9683,DATE+,924,928,1975,126
9684,DATE+,940,944,1988,126
9685,c: contact,1036,1052,10 december 2021,126
9686,DATE+,1211,1225,5 januari 2021,126
9687,DATE+,1392,1405,13 maart 2019,126
9688,DATE+,1498,1512,5 januari 2021,126
9689,DATE+,2057,2071,5 januari 2021,126
9690,DATE+,2258,2272,5 januari 2021,126
9691,DATE+,2368,2382,5 januari 2021,126
9692,DATE+,2435,2449,5 januari 2021,126
9693,DATE+,2630,2644,5 januari 2021,126
9694,DATE+,2969,2983,5 januari 2021,126
9695,DATE+,3249,3263,5 januari 2021,126
9696,DATE+,3359,3373,5 januari 2021,126
9697,DATE+,3516,3520,1989,126
9698,DATE+,3935,3939,1990,126
9699,DATE+,4463,4467,1991,126
9700,DATE+,4835,4839,1992,126
9701,DATE+,5191,5195,1993,126
9702,DATE+,5548,5552,1994,126
9703,DATE+,6069,6073,1995,126
9704,DATE+,6480,6484,1996,126
9705,DATE+,6896,6900,1997,126
9706,DATE+,7196,7200,1998,126
9707,DATE+,7593,7597,1999,126
9708,DATE+,7950,7954,2000,126
9709,DATE+,8342,8346,2001,126
9710,DATE+,8792,8796,2002,126
9711,DATE+,9255,9259,2003,126
9712,DATE+,9682,9686,2004,126
9713,DATE+,9967,9971,2005,126
9714,DATE+,10281,10285,2006,126
9715,DATE+,10664,10668,2007,126
9716,DATE+,11032,11033,>,126
9717,DATE+,11109,11113,2008,126
9718,DATE+,11463,11464,>,126
9719,DATE+,11539,11543,2009,126
9720,DATE+,11908,11909,>,126
9721,DATE+,11960,11961,>,126
9722,DATE+,12036,12040,2010,126
9723,DATE+,12405,12406,>,126
9724,DATE+,12457,12458,>,126
9725,DATE+,12707,12711,2011,126
9726,DATE+,13126,13127,>,126
9727,DATE+,13184,13185,>,126
9728,DATE+,13272,13276,2012,126
9729,DATE+,13542,13543,>,126
9730,DATE+,13629,13633,2013,126
9731,DATE+,13686,13692,1 JAAR,126
9732,DATE+,13964,13970,1 JAAR,126
9733,DATE+,14084,14090,3 JAAR,126
9734,DATE+,14244,14248,2014,126
9735,DATE+,14301,14307,1 JAAR,126
9736,DATE+,14662,14668,3 JAAR,126
9737,DATE+,14821,14825,2015,126
9738,DATE+,14878,14884,1 JAAR,126
9739,DATE+,15160,15166,3 JAAR,126
9740,DATE+,15320,15324,2016,126
9741,DATE+,15377,15383,1 JAAR,126
9742,DATE+,15726,15732,3 JAAR,126
9743,DATE+,15766,15772,3 JAAR,126
9744,DATE+,15886,15890,2017,126
9745,DATE+,16221,16227,3 JAAR,126
9746,DATE+,16261,16267,3 JAAR,126
9747,DATE+,16381,16385,2018,126
9748,DATE+,16766,16772,3 JAAR,126
9749,DATE+,16806,16812,3 JAAR,126
9750,DATE+,16925,16929,2019,126
9751,DATE+,17189,17193,2020,126
9752,DATE+,17410,17414,2021,126
9753,DATE+,17736,17742,3 JAAR,126
9754,DATE+,17776,17782,3 JAAR,126
9917,ID,9,12,126,126
9918,title,25,51,Besluit_2021-265metdoc.pdf,126
9919,event,103,108,Datum,126
9920,event,235,331,"heeft u, met een beroep op de Wet openbaarheid van bestuur (hierna: Wob), verzocht om informatie",126
9921,event,515,575,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,126
9922,event,746,807,stelt u mij in gebreke omdat de beslistermijn is overschreden,126
9924,event,994,1031,bent er over geïnformeerd in de brief,126
9925,event,1054,1206,at er een derde-belanghebbende is bij de openbaarmaking van het document en dat deze in de gelegenheid is gesteld hierover zijn/haar zienswijze te geven,126
9774,DATE+,139,147,379 8911,130
9775,c: besluit datum,169,182,22 april 2022,130
9776,DATE+,224,236,9 maart 2022,130
9777,c: verzoek datum,502,514,9 maart 2022,130
9778,c: ontvangst verzoek bevestigd,834,847,28 maart 2022,130
9779,DATE+,939,949,4 mei 2022,130
9937,ID,9,12,130,130
9938,title,25,128,Besluit_bij_wob-verzoek_antwoord_minister_op_vraag_5_kamervragen-fok_en_verkoop_kortsnuitige_honden.pdf,130
9939,event,163,168,Datum,130
9940,event,516,607,"heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob), informatie verzoch",130
9941,event,769,829,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,130
9780,DATE+,202,210,379 8911,149
9781,c: besluit datum,232,247,11 januari 2022,149
9782,DATE+,302,319,14 september 2021,149
9783,c: verzoek datum,510,527,14 september 2021,149
9784,DATE+,753,769,16 november 2021,149
9785,DATE+,773,789,19 november 2021,149
9786,c: ontvangst verzoek bevestigd,945,962,30 september 2021,149
9787,DATE+,1059,1074,9 november 2021,149
9788,DATE+,1079,1089,24-08-2021,149
9789,DATE+,1380,1390,27-08-2021,149
9790,DATE+,1465,1475,27-08-2021,149
9791,DATE+,1585,1595,26-08-2021,149
9792,DATE+,1778,1782,2030,149
9793,DATE+,1909,1912,74%,149
9794,DATE+,2068,2072,100%,149
9795,DATE+,2135,2139,2030,149
9796,DATE+,2191,2200,2035-doel,149
9797,DATE+,2320,2323,60%,149
9798,DATE+,2433,2436,65%,149
9799,DATE+,2873,2877,2030,149
9800,DATE+,2996,3000,100%,149
9801,DATE+,3180,3184,2030,149
9802,DATE+,3190,3194,2020,149
9942,ID,9,12,149,149
9943,title,25,143,Besluit_op_Wob-verzoek_dd_14_september_2021_inzake_de_intrekking_vergunningen_van_boerenbedrijven__stikstofcrisis_.pdf,149
9944,event,226,231,Datum,149
9945,event,549,640,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht,149
9946,c: contact,753,789,16 november 2021 en 19 november 2021,149
9947,event,726,749,Over dit verzoek hebt u,149
9948,event,790,815,telefonisch contact gehad,149
9949,event,880,940,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,149
9994,c: besluit datum,98,111,26 april 2022,151
9995,DATE+,112,123,8 juli 2020,151
9996,c: verzoek datum,146,157,8 juli 2020,151
9997,c: verzoek ontvangen,172,184,10 juli 2020,151
9998,DATE+,545,556,4 juni 2014,151
9999,DATE+,602,613,4 juni 2014,151
10000,DATE+,1086,1097,4 Juni 2014,151
10001,DATE+,1399,1413,1 januari 2013,151
10002,DATE+,1416,1430,1 januari 2015,151
10003,c: ontvangst verzoek bevestigd,1510,1522,15 juli 2020,151
10004,DATE+,1618,1633,4 augustus 2020,151
10005,c: contact,1641,1657,23 februari 2021,151
10006,DATE+,1942,1946,2012,151
10007,DATE+,2179,2192,14 april 2010,151
10008,DATE+,2268,2280,31 juli 2013,151
10009,DATE+,2308,2323,23 oktober 2013,151
10010,DATE+,2354,2369,29 januari 2020,151
10045,ID,9,12,151,151
10046,title,25,87,Besluit_op_Wob-verzoek_inzake_de_belasting_op_leidingwater.pdf,151
10047,event,92,97,Datum,151
10048,event,159,168,ontvangen,151
10049,event,186,280,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie,151
10050,event,1439,1505,ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief,151
10051,event,1658,1741,heeft u gesproken met medewerkers van mijn ministerie over de inhoud van uw verzoek,151
10011,DATE+,109,120,14 december,154
10012,DATE+,121,125,2021,154
10013,c: besluit datum,132,143,8 juli 2022,154
10014,c: verzoek datum,201,217,14 december 2021,154
10015,c: verzoek ontvangen,241,257,21 december 2021,154
10016,c: ontvangst verzoek bevestigd,533,549,28 december 2021,154
10017,DATE+,643,658,25 januari 2022,154
10018,c: contact,686,701,25 januari 2022,154
10019,c: inwerking treden van Woo,841,851,1 mei 2022,154
10020,DATE+,987,997,1 mei 2022,154
10126,ID,9,12,154,154
10127,title,25,104,Besluit_op_Wob-verzoek_inzake_formulering_van_onderzoeksvraag_4_van_het_PWC.pdf,154
10128,event,228,237,ontvangen,154
10129,event,258,333, heeft u het Ministerie van Financiën gevraagd informatie openbaar te maken,154
10130,event,126,131,Datum,154
10131,event,462,528,ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief,154
10132,event,702,816,aangeboden om met de betrokken medewerkers van het ministerie van Financiën in gesprek te gaan over uw verzoek(en),154
10133,event,852,911,is de Wob vervangen door de Wet open overheid (hierna: Woo),154
10078,DATE+,107,108,>,160
10079,c: besluit datum,154,166,7 april 2022,160
10080,c: verzoek datum,187,203,29 december 2021,160
10081,c: verzoek ontvangen,218,234,30 december 2021,160
10082,DATE+,696,712,17 november 2021,160
10083,c: ontvangst verzoek bevestigd,793,808,11 januari 2022,160
10084,c: beslistermijn verdaagd,843,858,26 januari 2022,160
10085,c: beslistermijn verdaagd,936,952,17 februari 2022,160
10086,DATE+,1118,1131,10 maart 2022,160
10087,c: overig,1151,1163,7 maart 2022,160
10088,c: overig,1214,1227,21 maart 2022,160
10089,DATE+,1375,1387,7 april 2022,160
10090,c: contact,1498,1514,17 februari 2022,160
10091,DATE+,1712,1724,7 april 2022,160
10092,DATE+,1831,1835,1346,160
10093,DATE+,1887,1899,7 april 2022,160
10094,DATE+,2326,2338,7 april 2022,160
10095,DATE+,2705,2717,7 april 2022,160
10096,DATE+,3398,3410,7 april 2022,160
10112,ID,9,12,160,160
10113,title,25,102,Besluit_op_Wob-verzoek_inzake_spoedadvies_van_de_Raad_voor_de_Rechtspraak.pdf,160
10114,event,148,153,Datum,160
10115,event,205,214,ontvangen,160
